away,awayName,awayPts,date,dateNum,gqi,home,homeName,homePts,id,loser,margin,month,overtime,pace,season,seasonType,topPerf,winner,total,home_margin,away_result,home_result,source
WAS,Washington Mystics,76,2026-08-13,1786579200000.0,34.0,LVA,Las Vegas Aces,83,1022600253.0,WAS,7,Aug,False,79.5,2026-27,regular_season,"J. Young — 32 pts, 5 ast",LVA,159,7,L,W,
DAL,Dallas Wings,87,2026-08-14,1786665600000.0,39.0,IND,Indiana Fever,98,1022600254.0,DAL,11,Aug,False,81.0,2026-27,regular_season,"P. Bueckers — 29 pts, 6 reb",IND,185,11,L,W,
PDX,Portland Fire,84,2026-08-14,1786665600000.0,53.0,SEA,Seattle Storm,82,1022600255.0,SEA,2,Aug,False,82.0,2026-27,regular_season,"A. Fam — 20 pts, 9 reb",PDX,166,-2,W,L,
LAS,Los Angeles Sparks,70,2026-08-15,1786752000000.0,21.0,WAS,Washington Mystics,80,1022600257.0,LAS,10,Aug,False,78.5,2026-27,regular_season,"S. Citron — 21 pts, 8 ast",WAS,150,10,L,W,
MIN,Minnesota Lynx,92,2026-08-15,1786752000000.0,45.0,LVA,Las Vegas Aces,87,1022600258.0,LVA,5,Aug,False,78.0,2026-27,regular_season,"A. Wilson — 32 pts, 7 reb",MIN,179,-5,W,L,
NYL,New York Liberty,82,2026-08-15,1786752000000.0,28.0,CON,Connecticut Sun,75,1022600256.0,CON,7,Aug,False,77.0,2026-27,regular_season,"J. Jones — 23 pts, 11 reb",NYL,157,-7,W,L,
CHI,Chicago Sky,82,2026-08-16,1786838400000.0,59.0,SEA,Seattle Storm,80,1022600259.0,SEA,2,Aug,False,91.5,2026-27,regular_season,"K. Cardoso — 22 pts, 12 reb",CHI,162,-2,W,L,
IND,Indiana Fever,95,2026-08-16,1786838400000.0,77.0,ATL,Atlanta Dream,91,1022600261.0,ATL,4,Aug,True,90.5,2026-27,regular_season,"A. Gray — 32 pts, 7 reb",IND,186,-4,W,L,
PDX,Portland Fire,88,2026-08-16,1786838400000.0,51.0,PHX,Phoenix Mercury,85,1022600260.0,PHX,3,Aug,False,80.5,2026-27,regular_season,"D. Bonner — 23 pts, 6 reb",PDX,173,-3,W,L,
DAL,Dallas Wings,70,2026-08-17,1786924800000.0,23.0,GSV,Golden State Valkyries,78,1022600262.0,DAL,8,Aug,False,76.5,2026-27,regular_season,"G. Williams — 23 pts, 7 reb",GSV,148,8,L,W,
ATL,Atlanta Dream,97,2026-08-18,1787011200000.0,33.0,LVA,Las Vegas Aces,82,1022600266.0,LVA,15,Aug,False,84.5,2026-27,regular_season,"A. Wilson — 27 pts, 14 reb",ATL,179,-15,W,L,
IND,Indiana Fever,101,2026-08-18,1787011200000.0,64.0,TOR,Toronto Tempo,95,1022600264.0,TOR,6,Aug,False,85.5,2026-27,regular_season,"K. Mitchell — 29 pts, 3 reb",IND,196,-6,W,L,
LAS,Los Angeles Sparks,77,2026-08-18,1787011200000.0,35.0,CON,Connecticut Sun,85,1022600263.0,LAS,8,Aug,False,81.0,2026-27,regular_season,"R. Burrell — 19 pts, 6 ast",CON,162,8,L,W,
NYL,New York Liberty,86,2026-08-18,1787011200000.0,54.0,CHI,Chicago Sky,93,1022600265.0,NYL,7,Aug,False,88.0,2026-27,regular_season,"N. Cloud — 35 pts, 9 reb",CHI,179,7,L,W,
MIN,Minnesota Lynx,77,2026-08-19,1787097600000.0,16.0,GSV,Golden State Valkyries,66,1022600268.0,GSV,11,Aug,False,73.0,2026-27,regular_season,"O. Miles — 20 pts, 7 ast",MIN,143,-11,W,L,
TOR,Toronto Tempo,82,2026-08-19,1787097600000.0,28.0,WAS,Washington Mystics,93,1022600267.0,TOR,11,Aug,False,77.5,2026-27,regular_season,"K. Iriafen — 21 pts, 13 reb",WAS,175,11,L,W,
ATL,,124,2026-08-20,,,LAS,,88,,LAS,36,,,,2026-27,,,ATL,212,-36,W,L,espn_scoreboard
CON,,78,2026-08-20,,,LVA,,101,,CON,23,,,,2026-27,,,LVA,179,23,L,W,espn_scoreboard
IND,,85,2026-08-20,,,DAL,,91,,IND,6,,,,2026-27,,,DAL,176,6,L,W,espn_scoreboard
